29|Avocado Quesadillas recipes|https://www.edamam.com/web-img/eb9/eb9c9cf859441b57a3c3c039de0487a0|http://www.biggirlssmallkitchen.com/2010/05/cooking-for-one-avocado-quesadillas.html|http://www.edamam.com/recipe/avocado-quesadillas-recipes-a37dc31a9b5f72f173ecdcc7ec588493/avocado|"{""1/2 avocado"",""1 teaspoon lemon or lime juice"",""1/8 teaspoon salt"",""1 teaspoon butter"",""1 tortilla"",""1/4 cup grated white cheddar""}"|4|91|5|3|2|7|140|66|95|0|3
30|Easy Avocado Shake Recipe|https://www.edamam.com/web-img/4ad/4adece573b5eb4d976e9007576786328.jpg|http://www.foodrepublic.com/2013/04/06/easy-avocado-shake-recipe|http://www.edamam.com/recipe/easy-avocado-shake-recipe-e5992a0c9d2e0a76d5f49a11437a037e/avocado|"{""1/2 Hass avocado"",""2 oz coconut milk"",""4 oz whole milk"",""2 tablespoons sugar""}"|1|439|41|7|7|31|762|202|63|2|15
31|Peanut Butter Banana Smoothie Recipe|https://www.edamam.com/web-img/90b/90bdb6373111199cca741fc422ac3c28.jpg|http://www.seriouseats.com/recipes/2012/01/peanut-butter-banana-smoothie.html|http://www.edamam.com/recipe/peanut-butter-banana-smoothie-recipe-59cd2bd25b21a23399cb8fea6f954b42/banana|"{""1/2 banana"",""1 tablespoon natural peanut butter"",""1 cup ice cold skim milk""}"|1|234|29|13|2|9|706|316|132|1|2
32|Banana-Blueberry Smoothie recipes|https://www.edamam.com/web-img/7e6/7e66222a8e83161bf9edab073b7d4e83|http://www.marthastewart.com/336635/banana-blueberry-smoothie|http://www.edamam.com/recipe/banana-blueberry-smoothie-recipes-ae93db912f913e9029ca1aea6d4098c6/banana|"{""1 ripe banana"",""1 cup frozen blueberries"",""1 cup nonfat plain yogurt""}"|2|162|33|8|3|1|576|214|96|0|0
167|Yogurt|https://www.edamam.com/web-img/6f4/6f4b6225bed7a804726735aaae4262ea.jpg|http://www.thedailymeal.com/recipes/yogurt-10-recipe|http://www.edamam.com/recipe/yogurt-18e19c3b6e4b555a4fed34f9fb33d994/yogurt|"{""2 1/2  Cups   whole milk"",""2  Tablespoons   plain yogurt""}"|4|97|8|5|0|5|212|135|69|0|3
33|Banana in golden syrup|https://www.edamam.com/web-img/11a/11af0bcd0e2bb2fe6e143fef6658a8d9.jpg|https://food52.com/recipes/3333-banana-in-golden-syrup|http://www.edamam.com/recipe/banana-in-golden-syrup-bd818ac62f10d157503eba108aa37d81/banana|"{""1 tablespoon sugar"",""1 cup water"",""1/2 piece lime"",""1 piece ripe yellow banana""}"|3|54|14|0|1|0|150|10|4|0|0
34|Toasty Banana Muesli Pots|https://www.edamam.com/web-img/266/266bac2e7625db72f3a2350d0029c84e.jpg|http://www.bbcgoodfood.com/recipes/333610/toasty-banana-muesli-pots|http://www.edamam.com/recipe/toasty-banana-muesli-pots-ddc905f1638ceb1ac0eb60852720b2fc/banana|"{""6.0 tbsp greek-style yogurt"",""1 large banana , sliced"",""50.0g plain chocolate , melted"",""50.0g muesli""}"|4|156|26|4|3|6|228|54|43|2|3
35|Banana Cake Or Banana Bread|https://www.edamam.com/web-img/e1b/e1b969f80f573256873b10da141cb94a.jpg|http://www.davidlebovitz.com/2007/09/banana-bread-or-1/|http://www.edamam.com/recipe/banana-cake-or-banana-bread-e9c8712e1b095e052f3b3a22215b51fa/banana|"{""1½ cups (210 g) flour"",""1 teaspoon baking powder (I always use Rumford)"",""½ teaspoon baking soda"",""½ teaspoon salt"",""1 teaspoon ground cinnamon"",""¾ cup (150 g) sugar"",""2 tablespoons (55 g) melted butter (salted or unsalted)"",""1 large egg white"",""1 large egg, at room temperature"",""1 cup (250 ml) banana puree, made from about 2 very ripe medium-sized bananas"",""½ cup (125 ml) sour cream, regular or low-fat (I used fromage blanc)"",""1/3 cup (60 g) chocolate chips or 3 tablespoons (30 g) cocoa nibs""}"|1|2482|414|49|15|74|1226|854|2226|6|44
36|Top Banana recipes|https://www.edamam.com/web-img/331/331bddd74c421fdbc6df2375c8b1b1b9|http://www.bonappetit.com/recipe/top-banana|http://www.edamam.com/recipe/top-banana-recipes-28c4a5d8f06d709d3c0c446db99394a7/banana|"{""¾ ounce fresh lime juice"",""¾ ounce crème de banana (preferably Giffard)"",""8 ounces chilled lager"",""lime wedges""}"|1|124|16|1|1|0|171|41|10|0|0
37|Banana Doughnuts|https://www.edamam.com/web-img/86c/86cd116cd3ab83d2f775237204781200.jpg|http://www.tarteletteblog.com/2009/09/recipe-banana-doughnuts-with-dried.html|http://www.edamam.com/recipe/banana-doughnuts-5bfc4e28cee8d6a70cde2b001f56ae4a/banana|"{""3 to 3 1/2 cups (440gr) all purpose flour"",""2 1/2 tsps (12gr) baking powder"",""1/2 tsp (2gr) baking soda"",""1/8 tsp nutmeg"",""1/8 tsp cinnamon"",""1/2 tsp salt"",""2 eggs"",""1/2 cup honey"",""2 small bananas, mashed"",""1/4 cup (55gr) sour cream"",""Canola oil for frying"",""1 cup powdered sugar"",""3 tbsps milk"",""1 small banana""}"|24|198|28|3|1|9|79|84|119|1|1
38|Classic Strawberry-Banana Smoothie|https://www.edamam.com/web-img/95c/95c79223ecb72774291925327547b440.jpg|http://www.finecooking.com/recipes/classic-strawberry-banana-smoothie.aspx|http://www.edamam.com/recipe/classic-strawberry-banana-smoothie-9e9d2e09c640c8f275d10180584a80f6/banana|"{""2/3 cup orange juice"",""2 heaping cups (12 oz.) individually quick-frozen strawberries"",""1/3 cup low-fat vanilla yogurt"",""1 banana, peeled""}"|2|172|39|4|5|1|694|118|30|1|0
39|Peanut Butter, Banana And Chocolate Toast|https://www.edamam.com/web-img/4ff/4ffbbae83eb364c3cb452c90ef47066b.jpg|http://cafefernando.com/peanut-butter-banana-and-chocolate-toast/|http://www.edamam.com/recipe/peanut-butter-banana-and-chocolate-toast-d2830e772d302a1e46caa82274cab8e6/banana|"{""2 slice White Bread"",""2 tsp Peanut Butter"",""4 slices Banana"",""2 oz Bittersweet Chocolate"",""1 tsp melted butter""}"|4|234|43|4|5|7|507|75|77|1|4
40|Breakfast Banana Split|https://www.edamam.com/web-img/43c/43c7869103bea414f719179fc9497297.jpg|http://www.thekitchn.com/easy-breakfast-recipe-breakfas-154632|http://www.edamam.com/recipe/breakfast-banana-split-e90a0fc6c80abfddf39ac6f368c1751a/banana|"{""1 ripe yet firm banana, peeled"",""1/2 cup Greek yogurt"",""2 tablespoons fruit jam or preserves"",""2 tablespoons sliced almonds or other nuts"",""Handful fresh berries or cherries""}"|4|113|16|4|1|4|140|27|21|0|2
41|Creamy Tofu Sauce Recipe|https://www.edamam.com/web-img/d50/d5015f52972ebbf2746ae592d477dc4d.jpg|http://www.seriouseats.com/recipes/2011/02/creamy-tofu-sauce-recipe.html|http://www.edamam.com/recipe/creamy-tofu-sauce-recipe-5c16802dd815e76ce94487b567073877/tofu|"{""1/4 to 1/3 large block silken or firm tofu, about 4 ounces"",""2 teaspoons sweet, light miso, preferably Saikyo miso"",""Pinch of salt"",""Drop of mirin""}"|2|97|4|10|2|5|152|121|222|2|1
42|Tofu With Crab Sauce|https://www.edamam.com/web-img/dee/dee201db843a5c408031f89842f3ea2b.jpg|http://norecipes.com/blog/2012/01/29/tofu-with-crab-sauce-recipe/|http://www.edamam.com/recipe/tofu-with-crab-sauce-77719b1deefdfc752d3dd7cc828f255f/tofu|"{""14 ounces silken tofu divided into 4 blocks"",""5 ounce can crabmeat"",""1/2 cup dashi"",""2 teaspoons potato starch cornstarch will work as well"",""1 teaspoon ginger grated"",""1/2 teaspoon light soy sauce"",""mitsuba for garnish""}"|4|109|3|15|1|5|285|221|277|2|1
43|Cumin-spiked Tofu Recipe|https://www.edamam.com/web-img/1f7/1f7c2d75c0cf1b9383b8b65d7079ac2d.jpg|http://www.101cookbooks.com/archives/cuminspiked-tofu-recipe.html|http://www.edamam.com/recipe/cumin-spiked-tofu-recipe-d3bf5681139e7f84670348fc58b61143/tofu|"{""12 ounces extra-firm organic tofu"",""1 teaspoon ground cumin"",""1 tablespoon garam masala spice blend"",""6 medium cloves garlic, crushed then chopped"",""3 tablespoons olive oil"",""1/4 teaspoon fine grain sea salt"",""1 tablespoon lemon juice, freshly squeezed"",""1 7 or 8-ounce container of Greek yogurt""}"|4|209|6|11|1|17|173|114|183|2|4
44|Tofu Banana Mousse|https://www.edamam.com/web-img/7b1/7b1117396eeebef5da2d1d3e6c0ad8f0.jpg|https://food52.com/recipes/18565-tofu-banana-mousse|http://www.edamam.com/recipe/tofu-banana-mousse-5fca095dad0f25124c4fbc5d800e011b/tofu|"{""7 ounces tofu, drained"",""2 ripped bananas"",""2 walnuts""}"|2|186|28|10|4|6|570|152|13|2|1
45|Tofu Chocolate Mousse recipes|https://www.edamam.com/web-img/74b/74b56c79184b881c6606cc36c1858b63|http://www.marthastewart.com/314844/tofu-chocolate-mousse|http://www.edamam.com/recipe/tofu-chocolate-mousse-recipes-1567c3e6bf758446348ee08941808372/tofu|"{""3/4 cup chocolate chips"",""1 container (12 ounces) room-temperature silken tofu"",""1/2 cup warmed milk"",""1 ounce finely chopped chocolate, or another 2 tablespoons chocolate chips""}"|4|325|36|10|2|16|166|129|57|2|8
46|Marinated Tofu recipes|https://www.edamam.com/web-img/a03/a036fb0b3e5e40dd1df4cc2b68b83330|http://www.epicurious.com/recipes/food/views/marinated-tofu-51181210|http://www.edamam.com/recipe/marinated-tofu-recipes-c9cf161a863870e3e265b4ff2e79ab11/tofu|"{""1 pound extra-firm tofu"",""2 tablespoons low-sodium soy sauce"",""1 tablespoon orange juice"",""2 teaspoons sesame oil"",""1 teaspoon canola oil"",""cooking spray""}"|4|129|3|10|1|9|201|150|270|2|1
47|Tofu Fries|https://www.edamam.com/web-img/923/923a5695c21673352373147b02e69c52.jpg|http://www.cookingchanneltv.com/recipes/roger-mooking/tofu-fries-1960623|http://www.edamam.com/recipe/tofu-fries-2c2308f133350be5dd59d23157e1e2ec/tofu|"{""Vegetable oil, for frying"",""1/2 cup cornstarch"",""1 1/4 pounds extra-firm tofu, drained, cut into 3/4-inch sticks"",Salt}"|4|371|17|12|1|30|210|174|385|2|3
48|Black Pepper Tofu|https://www.edamam.com/web-img/7b3/7b34f65772c77c43fbfa483ea9475513.jpg|http://www.lottieanddoof.com/2010/08/black-pepper-tofu/|http://www.edamam.com/recipe/black-pepper-tofu-4699bcf5c4f00e0f468ac17fbaa4c26d/tofu|"{""800 g Tofu"",""Cornflour, to dust the tofu"",""Vegetable Oil,for frying"",""1 stick Butter"",""350 g shallots, peeled and thinly sliced"",""4 x Red Chillies, thinly sliced"",""12 x garlic cloves, minced"",""3 tbsp chopped ginger"",""4 tbsp Black Peppercorns.crushed"",""3 tbsp sweet soy sauce"",""3 tbsp Light Soy Sauce"",""4 tsp Dark Soy Sauce"",""2 tbsp Caster Sugar (superfine sugar)"",""16 x spring onions, cut into segments 3cm long"",""Jasmine Rice for serving""}"|12|296|16|8|3|24|392|142|463|2|6
49|Crispy Pan-Fried Tofu recipes|https://www.edamam.com/web-img/fbb/fbb0e7c450a36325a99619cb8e8057d6|http://www.foodrepublic.com/recipes/crispy-pan-fried-tofu-recipe/|http://www.edamam.com/recipe/crispy-pan-fried-tofu-recipes-6ec33e71c01d364873319ca44420a4db/tofu|"{""2 to 3 tablespoons neutral oil"",""1 to 2 pounds tofu, sliced crosswise 1/4 to 1 inch thick and patted dry"",salt}"|4|196|3|14|2|16|252|206|416|3|2
50|How To Scramble Tofu recipes|https://www.edamam.com/web-img/333/3336faef818cf86ae3c277ad73f88eb6|http://www.thekitchn.com/how-to-scramble-tofu-234849|http://www.edamam.com/recipe/how-to-scramble-tofu-recipes-bc5ac0fea63b6156229bae94947db8d9/tofu|"{""14 ounces extra-firm tofu, drained and patted dry"",""2 tablespoons olive oil"",""2 tablespoons nutritional yeast"",""2 teaspoons ground turmeric"",""1/2 teaspoon kosher salt""}"|4|156|5|12|3|11|178|125|250|3|2
51|Chilli Green Salad|https://www.edamam.com/web-img/2c4/2c416387a52367920c34f792b8a9eefd.jpg|http://www.bbcgoodfood.com/recipes/4954/|http://www.edamam.com/recipe/chilli-green-salad-831501bed910fb207a99f7dbc3d9fa7d/salad|"{""145.0g bag of spinach watercress and rocket salad"",""zest and 1tsp juice of 1 lime"",""1.0 tsp soy sauce"",""1.0 tbsp sweet chilli sauce""}"|2|12|2|2|1|0|268|50|176|0|0
52|Simple Spring Salad Recipe|https://www.edamam.com/web-img/06b/06b84307cd559b1c610c560109df8ee0.jpg|http://www.101cookbooks.com/archives/a-simple-spring-salad-recipe.html|http://www.edamam.com/recipe/simple-spring-salad-recipe-8a0784ba05fc62b1aabe462f277425a2/salad|"{""1 and 1/2 orange, juice only"",""1/2 lemon, juice only"",""1/2 small red onion, chopped"",""1/4 cup extra virgin olive oil"",""1/8 teaspoon fine grain salt"",""4 big handfuls of salad greens, washed and dried"",""1/2 cup walnut halves, toasted"",""1/3 cup black olives, (the wrinkly, oily ones), pitted""}"|4|209|13|4|4|17|473|75|197|2|2
53|Mixed Greens Salad|https://www.edamam.com/web-img/893/893b3132c9db111710d5e823a1a84dd7.jpg|https://www.chowhound.com/recipes/mixed-greens-salad-31352|http://www.edamam.com/recipe/mixed-greens-salad-3173e6b270d881fecc115c2721aa8741/salad|"{""6 to 8 cups fresh salad greens: red or green leaf lettuce, romaine hearts, arugula, watercress, spinach, or frisée, or a mixture"",""1/4 cup Classic Vinaigrette (see note), plus more for passing""}"|4|82|2|2|1|8|294|26|42|1|1
